Transaction ID,Date,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
221327,14/10/2020,12,Visa,PIN,233,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,81,HSBC,0
221371,13/10/2020,16,Visa,PIN,251,ATM,Products,USA,USA,United Kingdom,M,81,Halifax,0
221495,13/10/2020,18,MasterCard,Tap,19,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,81,Lloyds,0
221601,13/10/2020,13,MasterCard,Tap,21,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,81,HSBC,0
221617,14/10/2020,17,MasterCard,PIN,383,ATM,Restaurant,USA,USA,USA,M,81,Barclays,0
221633,14/10/2020,13,Visa,PIN,128,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,81,Lloyds,0
221642,14/10/2020,11,MasterCard,Tap,10,Online,Products,China,China,China,M,81,RBS,0
221676,14/10/2020,12,Visa,Tap,26,ATM,Food,India,India,United Kingdom,M,81,Monzo,1
221690,14/10/2020,12,MasterCard,Tap,10,POS,Services,USA,USA,USA,M,81,Barclays,0
221786,13/10/2020,8,Visa,Tap,28,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,81,Metro,0
221861,14/10/2020,14,Visa,Tap,22,ATM,Services,India,India,India,F,81,Metro,0
221912,14/10/2020,17,MasterCard,PIN,329,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,81,TSB,0
221958,14/10/2020,13,Visa,PIN,149,ATM,Fashion,USA,USA,United Kingdom,F,81,Barclays,0
222226,13/10/2020,10,MasterCard,Tap,17,Online,Fashion,Russia,Russia,Russia,F,81,Lloyds,0
222239,14/10/2020,16,MasterCard,PIN,297,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,81,Lloyds,0
222428,14/10/2020,7,MasterCard,PIN,187,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,81,Metro,0
222521,13/10/2020,9,Visa,PIN,91,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,81,Monzo,0
222692,13/10/2020,23,MasterCard,Tap,29,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,81,HSBC,0
222732,14/10/2020,13,MasterCard,PIN,356,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,81,TSB,0
222802,13/10/2020,17,Visa,Tap,15,POS,Entertainment,United Kingdom,China,United Kingdom,F,81,Barclays,0
222856,14/10/2020,21,Visa,Tap,9,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,81,Lloyds,0
222917,14/10/2020,12,Visa,Tap,22,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,81,Lloyds,0
222933,14/10/2020,12,MasterCard,Tap,25,ATM,Products,USA,USA,United Kingdom,M,81,Barlcays,0
223001,14/10/2020,20,Visa,Tap,18,Online,Subscription,India,India,United Kingdom,F,81,Barclays,1
223015,13/10/2020,23,Visa,Tap,12,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,81,RBS,0
223237,13/10/2020,8,MasterCard,PIN,320,Online,Restaurant,India,India,United Kingdom,F,81,Monzo,0
223270,14/10/2020,10,Visa,Tap,30,POS,Food,USA,USA,USA,F,81,Barlcays,0
223357,14/10/2020,16,Visa,Tap,25,Online,Products,China,China,China,M,81,Barclays,0
223420,14/10/2020,11,Visa,Tap,11,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,81,HSBC,0
223542,14/10/2020,14,MasterCard,Tap,23,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,81,Metro,0
223556,14/10/2020,15,Visa,PIN,57,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,81,TSB,0
223709,13/10/2020,10,MasterCard,Tap,16,ATM,Entertainment,Russia,Russia,United Kingdom,M,81,TSB,0
223766,14/10/2020,19,Visa,Tap,24,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,81,Barlcays,0
223769,13/10/2020,13,MasterCard,PIN,40,POS,Restaurant,United Kingdom,USA,United Kingdom,F,81,RBS,0
223817,14/10/2020,13,Visa,Tap,26,Online,Food,Russia,Russia,Russia,F,81,Metro,0
223878,14/10/2020,9,MasterCard,Tap,19,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,81,TSB,0
223927,14/10/2020,11,Visa,Tap,9,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,81,Barclays,0
224019,14/10/2020,9,MasterCard,PIN,250,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,81,RBS,0
224100,13/10/2020,18,MasterCard,PIN,184,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,81,Metro,0
224160,14/10/2020,20,Visa,PIN,164,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,81,Barclays,0
224165,13/10/2020,21,Visa,Tap,19,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,81,Lloyds,0
224193,14/10/2020,21,MasterCard,PIN,223,Online,Entertainment,United Kingdom,China,United Kingdom,M,81,TSB,0
224417,13/10/2020,22,MasterCard,PIN,352,Online,Fashion,United Kingdom,USA,United Kingdom,F,81,Barlcays,0
224450,14/10/2020,10,MasterCard,Tap,5,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,81,Barclays,0
224473,13/10/2020,9,MasterCard,Tap,13,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,81,TSB,0
224503,13/10/2020,23,Visa,PIN,188,Online,Subscription,India,India,India,M,81,Halifax,0
224552,14/10/2020,23,Visa,Tap,5,POS,Food,China,China,China,F,81,Monzo,0
224569,13/10/2020,8,MasterCard,Tap,10,ATM,Food,India,India,United Kingdom,M,81,Barclays,1
224623,14/10/2020,6,MasterCard,Tap,22,Online,Children,China,China,United Kingdom,F,81,TSB,1
224691,13/10/2020,21,MasterCard,Tap,28,Online,Products,India,India,India,F,81,Barlcays,0
224747,14/10/2020,20,MasterCard,Tap,9,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,81,Barlcays,0
224784,13/10/2020,22,Visa,PIN,37,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,81,HSBC,0
224818,13/10/2020,20,MasterCard,PIN,152,ATM,Products,China,China,China,M,81,Halifax,0
225089,13/10/2020,22,Visa,PIN,282,Online,Electronics,China,China,United Kingdom,F,81,TSB,1
225101,14/10/2020,20,Visa,Tap,21,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,81,Metro,0
225109,14/10/2020,9,MasterCard,PIN,160,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,81,RBS,0
225160,13/10/2020,7,Visa,PIN,105,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,81,Barlcays,0
225170,14/10/2020,13,Visa,Tap,28,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,81,Barclays,0
225209,14/10/2020,12,Visa,Tap,16,Online,Restaurant,China,China,China,M,81,Barclays,0
225287,14/10/2020,7,MasterCard,PIN,242,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,81,RBS,0
225304,13/10/2020,16,MasterCard,PIN,285,Online,Fashion,China,China,China,M,81,Metro,0
225357,13/10/2020,8,Visa,PIN,218,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,81,Metro,0
225406,13/10/2020,12,MasterCard,PIN,327,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,81,HSBC,0
225538,14/10/2020,13,MasterCard,Tap,14,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,81,Barlcays,0
225574,13/10/2020,11,Visa,Tap,17,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,81,TSB,0
225694,14/10/2020,20,Visa,Tap,9,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,81,Barclays,0
225706,14/10/2020,11,Visa,Tap,12,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,81,Barlcays,0
225774,13/10/2020,13,MasterCard,Tap,16,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,81,Barclays,0
225812,13/10/2020,15,MasterCard,Tap,26,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,81,Metro,0
225938,13/10/2020,9,Visa,Tap,26,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,81,HSBC,0
226009,13/10/2020,8,MasterCard,PIN,328,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,81,RBS,0
226064,14/10/2020,13,Visa,PIN,225,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,81,Barlcays,0
226137,13/10/2020,23,MasterCard,Tap,29,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,81,Barclays,0
226157,14/10/2020,7,Visa,Tap,20,ATM,Food,United Kingdom,Russia,United Kingdom,F,81,HSBC,0
226256,13/10/2020,19,Visa,Tap,9,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,81,Monzo,0
226336,13/10/2020,6,MasterCard,Tap,20,ATM,Electronics,Russia,Russia,United Kingdom,F,81,Barclays,1
226449,14/10/2020,12,Visa,PIN,110,Online,Subscription,China,China,China,M,81,Monzo,0
226472,13/10/2020,7,Visa,PIN,176,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,81,Monzo,0
226486,13/10/2020,17,Visa,Tap,13,POS,Products,India,India,United Kingdom,M,81,RBS,1
226512,13/10/2020,23,MasterCard,Tap,5,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,81,Metro,0
226523,13/10/2020,10,Visa,Tap,19,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,81,Halifax,0
226595,13/10/2020,21,MasterCard,Tap,23,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,81,HSBC,0
226645,14/10/2020,15,MasterCard,Tap,7,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,81,Barclays,0
226686,13/10/2020,12,Visa,Tap,15,ATM,Gaming,United Kingdom,China,United Kingdom,M,81,Barlcays,0
226803,13/10/2020,20,MasterCard,Tap,25,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,81,Barlcays,0
226863,14/10/2020,12,MasterCard,Tap,25,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,81,Barclays,0
226904,13/10/2020,9,MasterCard,Tap,25,ATM,Services,United Kingdom,Russia,United Kingdom,F,81,Barclays,0
226911,14/10/2020,18,Visa,Tap,24,POS,Restaurant,United Kingdom,India,United Kingdom,M,81,Monzo,0
226924,14/10/2020,19,MasterCard,Tap,27,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,81,Metro,0
226965,14/10/2020,16,MasterCard,PIN,339,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,81,Monzo,0
226987,13/10/2020,16,Visa,PIN,52,Online,Gaming,USA,USA,USA,M,81,Lloyds,0
227211,14/10/2020,13,MasterCard,PIN,290,Online,Subscription,USA,USA,United Kingdom,M,81,Halifax,0
227279,13/10/2020,19,Visa,PIN,164,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,81,Barclays,0
227297,13/10/2020,19,Visa,PIN,50,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,81,Halifax,0
227443,14/10/2020,8,MasterCard,Tap,26,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,81,RBS,0
227498,13/10/2020,8,MasterCard,Tap,6,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,81,Metro,0
227522,14/10/2020,19,Visa,Tap,17,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,81,Monzo,0
227570,14/10/2020,17,MasterCard,PIN,72,ATM,Electronics,India,India,India,M,81,Barclays,0
227734,14/10/2020,9,Visa,Tap,30,Online,Electronics,USA,USA,USA,F,81,Halifax,0
227802,13/10/2020,12,Visa,Tap,18,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,81,HSBC,0
227835,14/10/2020,16,Visa,PIN,127,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,81,Barclays,0
227910,13/10/2020,11,Visa,Tap,27,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,81,Barclays,0
227950,14/10/2020,11,MasterCard,Tap,26,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,81,Halifax,0
228078,13/10/2020,10,MasterCard,Tap,17,POS,Products,USA,USA,USA,M,81,Halifax,0
228295,13/10/2020,21,Visa,PIN,195,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,81,HSBC,0
228411,14/10/2020,18,MasterCard,Tap,29,Online,Entertainment,United Kingdom,USA,United Kingdom,F,81,Lloyds,0
228424,14/10/2020,20,Visa,Tap,29,ATM,Restaurant,India,India,India,F,81,Barclays,0
228449,13/10/2020,8,MasterCard,PIN,242,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,81,Metro,0
228624,14/10/2020,10,MasterCard,Tap,29,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,81,Barclays,0
228835,14/10/2020,20,MasterCard,PIN,153,POS,Food,India,India,India,M,81,Halifax,0
228964,13/10/2020,14,Visa,Tap,24,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,81,Barlcays,0
229071,13/10/2020,15,Visa,Tap,29,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,81,Barclays,0
229097,14/10/2020,14,MasterCard,PIN,356,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,81,Barlcays,0
229214,14/10/2020,10,MasterCard,PIN,233,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,81,Barlcays,0
229224,14/10/2020,23,Visa,Tap,8,POS,Products,USA,USA,USA,F,81,Halifax,0
229243,13/10/2020,10,Visa,Tap,7,ATM,Services,India,India,India,F,81,Barclays,0
229278,13/10/2020,11,Visa,PIN,203,POS,Subscription,India,India,India,M,81,HSBC,0
229281,14/10/2020,19,MasterCard,PIN,336,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,81,TSB,0
229319,14/10/2020,11,Visa,PIN,235,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,81,Monzo,0
229375,13/10/2020,11,MasterCard,PIN,390,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,81,Lloyds,0
229395,13/10/2020,19,MasterCard,Tap,23,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,81,Halifax,0
229419,13/10/2020,8,MasterCard,PIN,214,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,81,TSB,0
229438,13/10/2020,20,MasterCard,PIN,225,POS,Food,USA,USA,USA,F,81,RBS,0
229446,14/10/2020,10,MasterCard,Tap,26,Online,Gaming,India,India,India,M,81,Lloyds,0
229816,13/10/2020,13,Visa,Tap,9,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,81,Monzo,0
229856,14/10/2020,18,Visa,PIN,168,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,81,Lloyds,0
229909,13/10/2020,11,Visa,Tap,17,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,81,HSBC,0
230017,13/10/2020,5,Visa,Tap,19,ATM,Gaming,USA,USA,United Kingdom,M,81,Halifax,1
230060,13/10/2020,18,MasterCard,PIN,348,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,81,Metro,0
230081,14/10/2020,14,MasterCard,PIN,50,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,81,TSB,0
230116,13/10/2020,13,Visa,Tap,27,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,81,Monzo,0
230229,14/10/2020,13,MasterCard,Tap,19,POS,Products,India,India,India,M,81,Barlcays,0
230296,13/10/2020,17,MasterCard,PIN,85,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,81,Monzo,0
230414,13/10/2020,21,Visa,Tap,12,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,81,RBS,0
230494,14/10/2020,13,MasterCard,PIN,329,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,81,Barclays,0
230539,13/10/2020,16,MasterCard,Tap,5,POS,Subscription,United Kingdom,USA,United Kingdom,F,81,Barlcays,0
230647,14/10/2020,18,Visa,Tap,12,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,81,Halifax,0
230783,13/10/2020,21,MasterCard,PIN,44,Online,Food,United Kingdom,India,United Kingdom,F,81,TSB,0
230807,13/10/2020,7,MasterCard,Tap,30,ATM,Gaming,USA,United Kingdom,USA,F,81,Monzo,0
230894,13/10/2020,18,Visa,Tap,19,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,81,Metro,0
230937,14/10/2020,22,MasterCard,Tap,23,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,81,Lloyds,0
230963,13/10/2020,12,Visa,PIN,84,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,81,Metro,0
230964,14/10/2020,8,MasterCard,Tap,24,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,81,Metro,0
231003,13/10/2020,13,Visa,PIN,206,ATM,Subscription,USA,USA,United Kingdom,F,81,Lloyds,0
231021,13/10/2020,16,MasterCard,PIN,397,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,81,Barclays,0
231216,14/10/2020,11,MasterCard,Tap,15,Online,Gaming,USA,USA,United Kingdom,M,81,Barclays,1
231231,13/10/2020,16,MasterCard,PIN,167,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,81,Lloyds,0
231338,13/10/2020,19,Visa,Tap,25,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,81,Halifax,0
231390,14/10/2020,10,Visa,Tap,30,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,81,Barclays,0
231457,14/10/2020,16,Visa,Tap,7,ATM,Electronics,China,China,China,F,81,HSBC,0
231595,13/10/2020,16,Visa,Tap,29,POS,Fashion,China,China,China,M,81,Barclays,0
231630,13/10/2020,8,Visa,Tap,10,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,81,Barclays,0
231668,13/10/2020,15,MasterCard,PIN,83,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,81,Barclays,0
231716,14/10/2020,23,Visa,PIN,83,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,81,HSBC,0
232063,13/10/2020,4,MasterCard,Tap,24,POS,Children,United Kingdom,India,United Kingdom,F,81,HSBC,1
232194,14/10/2020,8,MasterCard,PIN,21,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,81,Barclays,0
232230,13/10/2020,19,Visa,Tap,12,Online,Electronics,United Kingdom,India,United Kingdom,F,81,TSB,0
232247,14/10/2020,18,MasterCard,PIN,166,Online,Entertainment,India,India,India,M,81,Barclays,0
232293,13/10/2020,18,MasterCard,Tap,20,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,81,RBS,0
232344,14/10/2020,8,Visa,PIN,118,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,81,Halifax,0
232477,14/10/2020,19,MasterCard,PIN,194,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,81,Barlcays,0
232613,14/10/2020,16,Visa,Tap,11,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,81,Lloyds,0
232790,13/10/2020,18,MasterCard,PIN,116,ATM,Electronics,India,India,India,M,81,Barlcays,0
232811,14/10/2020,23,Visa,Tap,21,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,81,Barlcays,0
232834,14/10/2020,20,MasterCard,PIN,161,ATM,Products,India,India,United Kingdom,F,81,RBS,0
232846,14/10/2020,18,MasterCard,Tap,19,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,81,HSBC,0
232938,13/10/2020,13,MasterCard,Tap,6,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,81,Monzo,0
232971,14/10/2020,10,MasterCard,Tap,22,ATM,Restaurant,China,China,China,M,81,Halifax,0
233095,13/10/2020,9,Visa,PIN,18,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,81,Barclays,0
233146,13/10/2020,11,MasterCard,Tap,16,POS,Food,China,China,United Kingdom,M,81,TSB,1
233230,13/10/2020,9,Visa,Tap,8,ATM,Services,United Kingdom,China,United Kingdom,F,81,Halifax,0
233255,14/10/2020,16,Visa,PIN,355,ATM,Food,USA,USA,USA,F,81,HSBC,0
233267,14/10/2020,15,Visa,Tap,8,ATM,Products,USA,USA,United Kingdom,F,81,Barlcays,1
233287,14/10/2020,10,MasterCard,PIN,179,ATM,Gaming,United Kingdom,USA,United Kingdom,F,81,Lloyds,0
233306,13/10/2020,14,Visa,PIN,54,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,81,Barclays,0
233321,14/10/2020,23,Visa,Tap,13,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,81,Barclays,0
233362,13/10/2020,19,Visa,PIN,333,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,81,TSB,0
233388,13/10/2020,17,Visa,Tap,24,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,81,HSBC,0
233590,13/10/2020,21,Visa,Tap,7,POS,Food,China,China,China,M,81,Barclays,0
233611,14/10/2020,19,MasterCard,Tap,10,POS,Gaming,India,India,India,M,81,RBS,0
233651,13/10/2020,6,Visa,Tap,26,Online,Children,USA,United Kingdom,USA,F,81,Lloyds,1
233680,13/10/2020,8,Visa,PIN,187,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,81,TSB,0
233739,14/10/2020,21,MasterCard,Tap,20,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,81,Metro,0
233787,13/10/2020,12,MasterCard,Tap,10,ATM,Entertainment,India,India,India,F,81,Lloyds,0
233804,13/10/2020,13,MasterCard,Tap,20,Online,Subscription,India,India,India,F,81,HSBC,0
233839,14/10/2020,14,MasterCard,PIN,351,ATM,Subscription,India,India,India,M,81,TSB,0
233986,13/10/2020,18,Visa,PIN,143,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,81,Barlcays,0
234005,13/10/2020,7,Visa,PIN,154,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,81,HSBC,0
234128,13/10/2020,2,Visa,Tap,28,Online,Products,USA,USA,United Kingdom,F,81,RBS,1
234141,14/10/2020,21,Visa,Tap,7,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,81,Halifax,0
234149,13/10/2020,8,Visa,Tap,25,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,81,Barclays,0
234335,14/10/2020,18,Visa,Tap,18,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,81,Metro,0
234342,13/10/2020,18,MasterCard,Tap,7,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,81,Halifax,0
234354,14/10/2020,23,Visa,Tap,8,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,81,Barclays,0
234366,13/10/2020,22,MasterCard,PIN,138,Online,Fashion,USA,USA,USA,F,81,RBS,0
234613,13/10/2020,11,Visa,Tap,24,ATM,Electronics,India,India,India,M,81,Barclays,0
234617,13/10/2020,15,Visa,PIN,164,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,81,Barclays,0
234626,14/10/2020,14,MasterCard,Tap,21,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,81,Lloyds,0
234631,14/10/2020,7,Visa,PIN,197,ATM,Products,Russia,Russia,Russia,F,81,TSB,0
234637,14/10/2020,11,Visa,Tap,21,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,81,Halifax,0
234650,14/10/2020,23,Visa,PIN,247,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,81,TSB,0
234744,13/10/2020,14,MasterCard,Tap,17,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,81,Barclays,0
234780,13/10/2020,7,Visa,Tap,11,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,81,Barlcays,0
234878,14/10/2020,11,Visa,PIN,247,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,81,TSB,0
234980,14/10/2020,7,MasterCard,PIN,44,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,81,TSB,0
235023,14/10/2020,21,MasterCard,Tap,22,POS,Fashion,United Kingdom,India,United Kingdom,F,81,Lloyds,1
235084,13/10/2020,9,MasterCard,PIN,211,ATM,Subscription,United Kingdom,Russia,United Kingdom,F,81,RBS,0
235135,13/10/2020,13,Visa,PIN,225,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,81,Barclays,0
235189,14/10/2020,8,Visa,Tap,25,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,81,Halifax,0
235236,13/10/2020,14,MasterCard,PIN,104,Online,Products,Russia,Russia,United Kingdom,F,81,HSBC,0
235255,14/10/2020,16,Visa,Tap,12,Online,Subscription,China,China,China,F,81,Barclays,0
235287,14/10/2020,10,Visa,PIN,203,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,81,Barclays,0
235302,13/10/2020,7,MasterCard,Tap,5,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,81,RBS,0
235321,14/10/2020,17,Visa,Tap,12,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,81,Barlcays,0
235356,14/10/2020,13,Visa,Tap,25,Online,Electronics,United Kingdom,China,United Kingdom,F,81,Barclays,0
235415,14/10/2020,19,Visa,Tap,24,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,81,TSB,0
235465,14/10/2020,23,MasterCard,PIN,271,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,81,Barlcays,0
215582,14/10/2020,23,Visa,PIN,374,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,82,Lloyds,0
215658,13/10/2020,16,Visa,PIN,156,Online,Products,United Kingdom,Russia,United Kingdom,F,82,Lloyds,0
215977,14/10/2020,15,Visa,PIN,77,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,82,Barclays,0
215991,14/10/2020,21,MasterCard,Tap,9,Online,Services,China,China,United Kingdom,M,82,Monzo,1
216018,13/10/2020,23,MasterCard,PIN,137,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,82,TSB,0
216173,13/10/2020,20,MasterCard,Tap,6,POS,Restaurant,USA,USA,USA,M,82,Metro,0
216270,13/10/2020,19,MasterCard,PIN,94,ATM,Services,China,China,United Kingdom,M,82,Barlcays,0
216350,13/10/2020,12,Visa,PIN,361,POS,Electronics,United Kingdom,Russia,United Kingdom,M,82,Lloyds,0
216352,13/10/2020,13,Visa,PIN,334,ATM,Restaurant,India,India,India,F,82,Metro,0
216440,14/10/2020,11,Visa,PIN,140,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,82,Lloyds,0
216446,14/10/2020,14,MasterCard,PIN,106,POS,Gaming,Russia,Russia,Russia,F,82,Barclays,0
216497,14/10/2020,21,Visa,Tap,7,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,82,Halifax,0
216709,13/10/2020,22,MasterCard,PIN,102,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,82,RBS,0
216714,14/10/2020,17,Visa,Tap,17,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,82,Metro,0
216732,14/10/2020,23,Visa,PIN,136,ATM,Children,China,China,China,M,82,RBS,0
216747,14/10/2020,14,Visa,Tap,23,Online,Restaurant,United Kingdom,China,United Kingdom,M,82,TSB,0
216814,14/10/2020,21,Visa,PIN,271,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,82,TSB,0
216852,13/10/2020,13,Visa,Tap,19,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,82,TSB,0
216855,14/10/2020,13,MasterCard,PIN,94,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,82,Metro,0
216901,13/10/2020,23,MasterCard,PIN,51,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,82,HSBC,0
